,Text,Sentiment
608,system failur bad trend softwar project like fli airplan thing emerg takeoff,0
609,lot report system failur delay flight last week current sit tarmac ogg hour,0
610,despit shaki connect look like get home tonight great job touch go,1
611,howev complet control price still display,0
612,tell file claim cloth purchas,0
613,comic return flight ase two unit flight board adjac gate not clear plane board,0
614,grk file refer,0
615,would contact discuss poor experi custom servic would give shot,0
616,ua pacif rim date night cut not constantli randomli one spot repeat,0
617,tri sinc file report,0
618,send email bad experi send back gener respons yet anoth reason never fli,0
619,ticket pleas refund unnecessari upgrad fee,0
620,horribl lost carseat expect us use loner carseat safeti regul say illeg use use car seat,0
621,thank,1
622,care link show wrong price site site amp respons ensur correct,0
623,need get home th tell th night compens anyth done,0
624,baggag fee waiv premier member pleas see jp point membership,0
625,wonder bag claim peopl final bag catch earlier flight origin flight land wastedtim,0
626,dmed thank,0
627,thank touch,1
628,thank karen salisburi iah amaz custom servic found daughter bag lost ua made day,1
629,day late flightr bag not left iad unit not help everyon tell differ stori,0
630,left comment custom care thank contact,1
631,lose gate check bag den ord direct flight ugh,0
632,caught earlier flight ord gate check bag lost hare origin flight land minut frustrat,0
633,ye thank much see spoke reserv team reinstat flight thank ey,1
634,captain behalf front offic welcom board never heard laugh hard funnycaptain,1
635,pleas follow dm miss bag,0
636,great fare,1
637,left item plane call non stop one answer pleas help,0
638,awesom book next christma vacatinn decemb way want devalu mileag plu,1
639,good number call speak someon fix peopl luggag saturday,0
640,thank u secur room night thx help custom servic rep n dorn thank u goodenoughmoth,1
641,damn bag,0
642,well someon tell employe denver baggag claim still bag,0
643,divert miss connect flight told bag way msi peopl care,0
644,male agnt la threaten canadian cust cust take pic gate agent announc help rebook friendlyski,0
645,want go home tonight cancel flight last leg reserv w permiss ph rp,0
646,stress rude agent overwhelm delyd flight la den yell sever peopl not pretti friendlyski,0
647,land boston last night hour travel rough tho,0
648,fail cancel flightl flight frm gjt use reserv home iah sea reflight book problem w permiss ph rp,0
649,made fli list airlin wait connector late flight stuck iah,0
650,also mere fact go onlin issu statement vice call talk directli one good exampl,0
651,thank flew newark vail eagl,1
652,weekend deal compani would say otherwis,0
653,flight gone got plane businesstravel goodenoughmoth,0
654,proper respons sorri wait flight look issu would handl,0
655,custom servic terribl stood inlin hour flight hour late flightr still bag disgutedindenv,0
656,inadequ accid,0
657,denver intern airport http co tkvmhbkec,1
658,thank respond quickli help tool,1
659,board time show min gate agent start show check bag,0
660,agent la let custom know help rebook delay flight den unfriendlyski,0
661,empath w disappoint stclass flight w nonwork entertainmnt worth unfriendlyski,0
662,work,0
663,search mileag ticket bom find singl one saver award see play earn mile use,0
664,flight arriv minut earli wait hour bag,0
665,not issu fact one even call despit promis confirm bag locat,0
666,still wait hear back wallet stolen one plane would appreci resolut,0
667,lost baggag heard differ thing differ employe said noth,0
668,cs think mile repair damag done interest travel exp worst flight ever,0
669,sign notif first trip not updat not sure happen,0
670,thank took care everyth made right experi use open app find flight chang,1
671,not line respons wait tomorrow morn flight overbook,0
672,took exact aircraft lax day ago fit problem agent today told nonsens polici chang,0
673,help agent club help baggag fee night life stop busi,0
674,never heard,0
675,charg ticket chang fee not incur mysteri cost incur,0
676,exhaust amp frustrat link fb post abt travel issu http co larkc vc,0
677,deni get plane w get chanc prove fit not rooki read bio,0
678,exactli point fit premier access board group return ticket yr,1
679,never experienc worst custom servic place blame codeshar partner not assum respons unaccept,0
680,current board not check terribl staff rude expens luggag thrown around etc,0
681,fuck void ticket kept money not even apolog never fli airlin unitedairlin,0
682,worst custom svc kevin rep call center must investig baggag lost help argument,0
683,not sell ticket terribl servic ua staff cannot reach silver,0
684,got demot gold cuz hubbi got pqd tho enuf spent gold spousal discrimin angri,0
685,thank,1
686,favorit way travel thank,1
687,ye lot terribl custom servic newark despit rais complaint ignor henc tweet,0
688,love new plane lga ord power outlet,0
689,tweet id number reveal home address anyon web,0
690,file delay bag report saturday flight cancel flightl never went anywher,0
691,need land ewr baggag claim file sent employe not droppeditoffyet,0
692,rare ceas amaz wors hope last time fli,0
693,icloud not yet pleas help,0
694,respons back,0
695,atroci custom servic,0
696,albanyairport delay departur check bag gate claim space fill walk open space delay poorcustomerservic,0
697,cancel flight flight reason amp phone hour vacat,0
698,respons shake head back forth tsk better custom servic apolog,0
699,cours bag frustrat,0
700,worst avoid like plagu,0
701,worst airlin world,0
702,someon need dm resolv correctli extrem disappoint servic receiv terribl manag,0
703,premier gold desk chang flight waiv fee give wrong flight jana acosta salt lake refus servic angri,0
704,give one thing consist unfortun consist not job well alwaysdelayedonunit,0
705,right angri,0
706,first time fli unit also last time terribl back branson virginatlant unitedairlin,0
707,use commit continentalairlin flyer merger rememb switch communicationfail,0
708,least could offer ticket coach instead cancel flight reserv glitch notfair,0
709,say made flight poor non commun unaccount lost time amp lot frustrat flyer stand around,0
710,think dm would better,0
711,gate announc state delay due mainten yet app say late flight arriv aircraft tell truth,0
712,easili worst compani ever experienc lost someon person possess amp care less,0
713,app show arriv aircraft earli depart flight delay due late flight arriv aircraft,0
714,alreadi airport hr late flightr still not guy realli kill today tri stay posit,0
715,unit servic level reach etihad let realist lufthansa ill consid,0
716,realli someon call sick someon forgot call replac hour late flight take theworst,0
717,ask flight attend typic compens would amp say might get free tv unaccept,0
718,disappoint today simpli put rather unpleas thing current flight delay cant wait get home,0
719,round trip non english speak friend strand twice hour time staff member rude,0
720,found group peopl actual hate peopl isi that right unit airlin,0
721,nope walk amp orf termin amp not unit agent found show last minut board us mani panick peopl,0
722,thank,1
723,time final get dalla could driven less frustrat cheaper,0
724,tri get final destin need compens hr person time wast,0
725,guy realli custom servic clue could spent effort clear bin rollerboard instead art project mine,0
726,prioriti iov,1
727,pleas premier platinum,1
728,not put bag plane seattl flight wait line talk someon bag statu matter,0
729,hahaha american compani would say great sarcasm,0
730,think actual not like screen,0
731,appar ask peopl board plane big miscalcul made,0
732,shame choos unit may differ reunit age friend never see poorservic,0
733,check statu claim go month attent upset,0
734,flight delay due mainten lit caus miss connect iah msi help,0
735,unitedairlin pl fix aspenbaggagefail issu pay way aspen flight cancel flight left us cold den,0
736,read bio see work never encount airlin disappoint understat,0
737,custom care email phone rep speak mani issu place charact,0
738,thank certainli take look pleas follow dm confirm number assist jh,1
739,process recov car rental condo rental florida call unit altern flight noanswer,0
740,thank listen definit not person line thought absurd,1
741,wait tarmac gt hr appar ua overweight amp return gate wtf fb,0
742,thank mention board ask person measur bag anoth woman men not ask,0
743,leav tarmac unit gate agent cannot agre head count min count peopl max epicfailunit,0
744,real dedic amp concern apolog fix issu miser issu past mo,0
745,block dm ing would rather complain public forum,0
746,ok submit thank opportun give feedback,1
747,big thank ms winston assist phone baggag claim issu today realli went extra mile,1
748,soon done articl thank tom,1
749,book flight charg twice mean redeem cc point properli would gone elsewher,0
