,airline_sentiment,text
294,positive,@VirginAmerica Congrats VX on the new route! ✈️🎉
295,negative,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time."
296,negative,"@VirginAmerica Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?"
297,negative,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.
298,negative,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!"
299,negative,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1)
300,negative,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........
301,positive,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.
302,positive,@VirginAmerica That's classy.
303,positive,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.
304,positive,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍
305,negative,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.
306,positive,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather
307,positive,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?"
308,positive,"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX"
309,positive,@VirginAmerica I love the dancing little richard. cool beans.
310,positive,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.
311,positive,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!
312,negative,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.
313,positive,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h
314,positive,@VirginAmerica Dad on Segway is the best part of this whole infographic!
315,positive,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :)
316,positive,@VirginAmerica wifi AND better seating.
317,negative,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.
318,positive,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience"
319,negative,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!"
320,negative,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!
321,negative,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers."
322,negative,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?
323,negative,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.
324,positive,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)"
325,positive,@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin
326,positive,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.
327,positive,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings
328,negative,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤"
329,negative,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?
330,negative,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡
331,positive,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome
332,positive,@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.
333,positive,@united thanks
334,positive,@united Thanks for taking care of that MR!! Happy customer.
335,negative,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.
336,negative,@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united
337,positive,@united thanks -- we filled it out. How's our luck with this? Is it common?
338,negative,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :)
339,negative,@united you think you boarded flight AU1066 too early? I think so.
340,negative,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock."
341,positive,@united thanks
342,positive,@united Thanks. It is on the same ticket.
343,negative,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.
344,negative,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service
345,negative,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!"
346,positive,@united follow me please this airline is beautifull ♥
347,negative,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child"
348,negative,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united
349,positive,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated
350,negative,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting
351,negative,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner."
352,negative,"@united thats weak. See ya 👋
Hey @VirginAmerica !!"
353,negative,@united I flew back w other company since United didnt have an earlier flight
354,negative,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab
355,negative,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.
356,negative,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue."
357,negative,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled
358,negative,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy
359,negative,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but..."
360,negative,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice
361,negative,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB"
362,negative,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice."
363,negative,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer"
364,positive,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer."
365,negative,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad
366,negative,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient
367,negative,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child
368,negative,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis
369,positive,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU"
370,negative,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward."
371,negative,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable
372,negative,@united When will email address/username sign-on be available? It's been a while.
373,positive,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?
374,negative,@united rude rude
375,negative,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec
376,negative,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback
377,negative,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...
